AgencyName,ChannelName,ChannelNameCode,ChannelReportedName,ChannelReportedNameCode,CodedOrg,CompletionDate,DonorCode,DonorName,FlowName,LongDescription,PurposeCode,RecipientName,SectorName,ShortDescription,USD_Disbursement,Year
Global Affairs Canada,United Nations Office of Co-ordination of Humanitarian Affairs,54,OCHA - United Nations Office for the Coordination of Humanitarian Affairs,54,54,31-Dec-17,301,Canada,ODA Grants,March 2017 - Yemen has been suffering from a significant and prolonged humanitarian crisis even before the escalation of the conflict in mid-March 2015. Humanitarian partners estimate that in 2017 there will be 18.8 million people in Yemen who need humanitarian assistance including 10.3 million that require immediate life-saving assistance. More than three million people have been displaced and basic service provision is collapsing. According to the Famine Early Warning Systems Network between seven million and ten million people in Yemen have no access to safe sufficient and nutritious food. Malnutrition has soared by more than 60 percent since late 2015 and is affecting over three million people including 460000 severely malnourished children. Many health facilities have been destroyed and humanitarian access remains a significant challenge.With GAC's support the Yemen Humanitarian Pooled Fund channels resources to humanitarian partners to respond to the critical needs of people affected by the devastating humanitarian crisis. Project activities include: (1) supporting life-saving activities by filling critical funding gaps; (2) promoting needs-based assistance in accordance with humanitarian principles; (3) strengthening coordination of humanitarian assistance; (4) improving the relevance and coherence of humanitarian response by strategically funding priorities as identified under the Humanitarian Response Plan; and (5) expanding the delivery of humanitarian assistance in hard-to-reach areas of the country by partnering with local and international non-governmental organizations./Mars 2017 ? Le Y?en est aux prises avec une crise humanitaire grave et persistante qui s?issait m?e avant que le conflit ne d???e vers le milieu du mois de mars 2015. En 2017 il y aura selon des partenaires en mati?e d'aide humanitaire 188 millions de personnes au Y?en qui auront besoin d'une aide humanitaire dont 103 millions n?essitant imm?iatement une aide au titre des besoins de premi?e n?essit? Plus de trois millions de personnes ont ??d?lac?s et la prestation de services de base n'est plus assur?. Selon le Famine Early Warning Systems Network entre 7 millions et 10 millions de personnes dans ce pays n'ont pas acc? ?des aliments sains nutritifs et en quantit?suffisante. La malnutrition a augment?de plus de 60 % depuis la fin de 2015 et plus de 3 millions de personnes en souffrent dont 460 000 enfants gravement sous aliment?. De nombreux ?ablissements de sant?ont ??d?ruits et l'acc? des secours humanitaires demeure tr? difficile.Avec l'aide d'AMC le Fonds humanitaire commun d?i?au Y?en met des ressources ?disposition des partenaires d'aide humanitaire pour combler les besoins critiques des personnes touch?s par la crise humanitaire d?astatrice. Les activit? du projet comprennent : 1) soutenir des activit? visant ?sauver des vies en comblant des d?icits critiques de financement; 2) promouvoir la prest,72010,Yemen,VIII.1. Emergency Response,YEMEN - HUMANITARIAN POOLED FUND - OCHA 2017/Y?MEN - FONDS HUMANITAIRE COMMUN - BCAH 2017,4737690.0,2017
Global Affairs Canada,United Nations Office of Co-ordination of Humanitarian Affairs,54,OCHA - United Nations Office for the Coordination of Humanitarian Affairs,54,54,31-Dec-18,301,Canada,ODA Grants,January 2018 - Yemen has been suffering from a significant and prolonged humanitarian crisis even before the escalation of the conflict in mid-March 2015. There are currently 22.2 million people in Yemen who need humanitarian assistance including 11.3 million that require immediate life-saving assistance. Yemen is experiencing the world's largest man-made food security crisis with over sixty percent of the population (17.8 million) currently food insecure and 8.4 million people relying on food assistance to survive. Malnutrition has soared by over 65% in 2017 and an estimated 400000 children under five years of age are suffering from severe acute malnutrition. More than three million people have been displaced and basic service provision is collapsing. Yemen is also afflicted by one of the largest cholera outbreaks ever recorded with over 1 million suspected cases and 2300 deaths reported since 27 April 2017. Many health facilities have been destroyed or have stopped functioning. Humanitarian access remains a significant challenge.With GAC's support the Yemen Humanitarian Pooled Fund channels resources to humanitarian partners to respond to the critical needs of people affected by the devastating humanitarian crisis. Project activities include: (1) supporting life-saving activities by filling critical funding gaps; (2) promoting needs-based assistance in accordance with humanitarian principles; (3) strengthening coordination of humanitarian assistance; (4) improving the relevance and coherence of humanitarian response by strategically funding priorities as identified under the Humanitarian Response Plan; and (5) expanding the delivery of humanitarian assistance in hard-to-reach areas of the country by partnering with local and international non-governmental organizations./Janvier 2018 ? Le Y?en est aux prises avec une crise humanitaire grave et persistante qui s?issait m?e avant que le conflit ne d???e vers le milieu du mois de mars 2015. Il y a actuellement 222 millions de personnes au Y?en qui ont besoin d'une aide humanitaire dont 113 millions n?essitant imm?iatement une aide au titre des besoins de premi?e n?essit? Le Y?en fait face ?la plus grande crise alimentaire imputable ?l'activit?humaine avec plus de 60 pour cent de sa population (178 millions) souffrant d'ins?urit?alimentaire et 84 millions de personnes n?essitant une aide alimentaire pour survivre. La malnutrition a augment?de plus de 65 % en 2017 et environ 400 000 enfants de moins de cinq ans sont gravement sous aliment?. Plus de trois millions de personnes ont ??d?lac?s et la prestation de services de base n'est plus assur?. Le Y?en est ?alement touch?par l'une des plus importantes ?id?ies de chol?a jamais enregistr? avec plus d'un million de cas suspects et 2300 d?? signal? depuis le 27 avril 2017. De nombreux ?ablissements de sant?ont ??d?ruits ou ont cess?de fonctionner. L'acc? ?l'aide humanitaire demeure tr? diffic,72010,Yemen,VIII.1. Emergency Response,YEMEN - HUMANITARIAN POOLED FUND - OCHA 2018/Y?MEN - FONDS HUMANITAIRE COMMUN - BCAH 2018,0.0,2017
Department of Foreign Affairs,United Nations Office of Co-ordination of Humanitarian Affairs,54,Un Ocha,54,54,31-Dec-15,21,Ireland,ODA Grants,Emergency Human Assist - Consolidated Appeals : : EMERGENCY - GENERAL : UNOCHA 15 07 FUNDING : IRELAND/HPF YEMEN OCT #5066,72010,Yemen,VIII.1. Emergency Response,EMERGENCY HUMAN ASSIST - CONSOLIDATED APPEALS : EMERGENCY - GENERAL : UNOCHA 15 07 FUNDING : IRELAND/HPF YEMEN OCT #5066,554631.0,2015
Ministry of Foreign Affairs (DGIS),United Nations Development Programme,1,UNDP,1,1,31-Dec-15,7,Netherlands,ODA Grants,ERF Yemen 2014,72010,Yemen,VIII.1. Emergency Response,ERF YEMEN 2014,2653580.0,2014
Global Affairs Canada,United Nations Population Fund,79,UNFPA - United Nations Population Fund,79,79,31-Dec-17,301,Canada,ODA Grants,,72010,Yemen,VIII.1. Emergency Response,EMERGENCY - COUNTRY-SPECIFIC FUNDING - UNFPA 2017/FINANCEMENT URGENT VISANT DES PAYS EN PARTICULIER ? UNFPA 2016,770357.0,2017
Global Affairs Canada,United Nations Population Fund,79,UNFPA - United Nations Population Fund,79,79,31-Dec-17,301,Canada,ODA Grants,,72050,Yemen,VIII.1. Emergency Response,EMERGENCY - COUNTRY-SPECIFIC FUNDING - UNFPA 2017/FINANCEMENT URGENT VISANT DES PAYS EN PARTICULIER ? UNFPA 2016,77035.59999999999,2017
Ministry of Foreign Affairs,United Nations Office of Co-ordination of Humanitarian Affairs,54,United nations Office of co-ordination of Humanitarian Affairs,54,54,12-Jan-17,3,Denmark,ODA Grants,UN-OCHA CBHF for Yemen 2017,72010,Yemen,VIII.1. Emergency Response,OCHA YEMEN HF FRA 2014-2018,4544220.0,2017
Ministry of Foreign Affairs,United Nations Office of Co-ordination of Humanitarian Affairs,54,United nations Office of co-ordination of Humanitarian Affairs,54,54,08-Jan-18,3,Denmark,ODA Grants,OCHA Yemen HF 2017,72010,Yemen,VIII.1. Emergency Response,OCHA YEMEN HF FRA 2014-2018,4544220.0,2017
Ministry of Foreign Affairs,United Nations Office of Co-ordination of Humanitarian Affairs,54,United nations Office of co-ordination of Humanitarian Affairs,54,54,01-May-16,3,Denmark,ODA Grants,OCHA HPF for Yemen 2015,72010,Yemen,VIII.1. Emergency Response,OCHA HPF FOR YEMEN FROM 2014,1486900.0,2015
Ministry of Foreign Affairs,United Nations Office of Co-ordination of Humanitarian Affairs,54,United nations Office of co-ordination of Humanitarian Affairs,54,54,01-Sep-16,3,Denmark,ODA Grants,OCHA HPF for Yemen 2015 second grant in 2015,72010,Yemen,VIII.1. Emergency Response,OCHA HPF FOR YEMEN FROM 2014,1486900.0,2015
Foreign Office,United Nations Office of Co-ordination of Humanitarian Affairs,54,United Nations Office of Co-ordination of Humanitarian Affairs (UNOCHA),54,54,31-Dec-17,5,Germany,ODA Grants,Yemen Humanitarian Pooled Fund (YHPF),72010,Yemen,VIII.1. Emergency Response,HUMANITARIAN ASSISTANCE - YEMEN HUMANITARIAN POOLED FUND (YHPF),65009600.00000001,2017
Foreign Office,United Nations Office of Co-ordination of Humanitarian Affairs,54,United Nations Office of Co-ordination of Humanitarian Affairs (UNOCHA),54,54,31-Dec-16,5,Germany,ODA Grants,Contribution to the Humanitarian Pooled Fund for Yemen in 2016,72010,Yemen,VIII.1. Emergency Response,HUMANITARIAN ASSISTANCE - CONTRIBUTION TO THE HUMANITARIAN POOLED FUND IN YEMEN 2016,14928700.0,2016
Swedish International Development Authority,United Nations Office of Co-ordination of Humanitarian Affairs,54,United Nations Office of Co-ordination of Humanitarian Affairs (UNOCHA),54,54,31-Dec-19,10,Sweden,ODA Grants,The CBPFs are an important tool for effective humanitarian response as they prioritize a) quick release of funds b) NGOs i.e. nimbleness and speed and c)local actors that can access hard to reach areas.,72010,Yemen,VIII.1. Emergency Response,COUNTRY BASED POOLED FUNDS - CBPF OCHA (OLD STRATEGY),8055859.999999999,2016
Swedish International Development Authority,United Nations Office of Co-ordination of Humanitarian Affairs,54,United Nations Office of Co-ordination of Humanitarian Affairs (UNOCHA),54,54,31-Dec-17,10,Sweden,ODA Grants,OCHA Humanitarian Coordination,72010,Yemen,VIII.1. Emergency Response,OCHA 2014 - 2017 (INCL. PROCAP GENCAP OCH UNDAC) - HUMANITARIAN COORDINATION - COUNTRY AND REGIONAL,344066.0,2016
Agency for International Development,United Nations Population Fund,79,United Nations Population Fund,79,79,31-Dec-17,302,United States,ODA Grants,USAID/OFDA Grant for Yemen/Complex Emergency,72010,Yemen,VIII.1. Emergency Response,USAID/OFDA GRANT FOR YEMEN/COMPLEX EMERGENCY,705730.0,2017
Agency for International Development,United Nations Population Fund,79,United Nations Population Fund,79,79,31-Dec-16,302,United States,ODA Grants,USAID/OFDA Grant for Yemen/Complex Emergency,72050,Yemen,VIII.1. Emergency Response,USAID/OFDA GRANT FOR YEMEN/COMPLEX EMERGENCY - PROTECTION AND SOLUTIONS,0.0,2016
Agency for International Development,United Nations Population Fund,79,United Nations Population Fund,79,79,31-Dec-16,302,United States,ODA Grants,USAID/OFDA Grant for Yemen/Complex Emergency,72010,Yemen,VIII.1. Emergency Response,USAID/OFDA GRANT FOR YEMEN/COMPLEX EMERGENCY - ASSISTANCE AND RECOVERY,0.0,2016
Ministry of Foreign Affairs (DGIS),United Nations Office of Co-ordination of Humanitarian Affairs,54,UNOCHA,54,54,31-Dec-16,7,Netherlands,ODA Grants,YHPF Yemen 2e bijdr 2015 zie ook act 27750 voor eerdere bijdrage uit 0310S00,72010,Yemen,VIII.1. Emergency Response,YHPF YEMEN 2E BIJDR 2015,11092600.0,2015
Ministry of Foreign Affairs (DGIS),United Nations Office of Co-ordination of Humanitarian Affairs,54,UNOCHA,54,54,31-Dec-16,7,Netherlands,ODA Grants,Bijdrage Yemen 2016 YHPF,72010,Yemen,VIII.1. Emergency Response,BIJDRAGE YEMEN 2016 YHPF,11058300.0,2016
Ministry of Foreign Affairs (DGIS),United Nations Office of Co-ordination of Humanitarian Affairs,54,UNOCHA,54,54,31-Dec-17,7,Netherlands,ODA Grants,Humanitaire bijdrage aan Jemen n.a.v. VN Humanitarian Response Plan Yemen 2017,72010,Yemen,VIII.1. Emergency Response,BIJDRAGE JEMEN HUM POOLED FUND 2017,8454510.0,2017
Ministry of Foreign Affairs (DGIS),United Nations Office of Co-ordination of Humanitarian Affairs,54,UNOCHA,54,54,31-Dec-16,7,Netherlands,ODA Grants,YHPF Yemen 2015,72010,Yemen,VIII.1. Emergency Response,YHPF YEMEN 2015,2218520.0,2015
Federal Government of Austria,United Nations Office of Co-ordination of Humanitarian Affairs,54,UNOCHA - Switzerland,54,54,31-Dec-17,1,Austria,ODA Grants,OCHA's goal in Yemen is to identify and prioritize assistance ensure the most vulnerable have access to basic services and protection in a timely and principled manner all while advocating for a political solution to the conflict. OCHA will advocate with national and local authorities and donors to contribute to timely and principled humanitarian action as well as strengthened humanitarian leadership coordination and accountability. OCHA will continue ensuring that its engagement with non-state actors is informed by the humanitarian imperative and guided by common humanitarian principles seeking their commitment to guarantee humanitarian space.,72050,Yemen,VIII.1. Emergency Response,CONTRIBUTION TO THE UN-OCHA 2017 YEMEN APPEAL - STRENGTHENING HUMANITARIAN COORDINATION AND ADVOCACY IN YEMEN,563634.0,2017
Government of Azerbaidjan,United Nations Office of Co-ordination of Humanitarian Affairs,54,UNOCHA office in Yemen,54,54,#NULL!,611,Azerbaijan,ODA Grants,,72010,Yemen,VIII.1. Emergency Response,THE PROVISION OF FINANCIAL AID TO YEMEN FACING HUMANITARIAN DISASTER THROUGH UNOCHA OFFICE IN YEMEN,50000.0,2017
